education_id,title,description,date_range,candidate_id,degrees_amt
1514,Nicolaus Copernicus University,"BSc, Physics and IT",2001 – 2004,2848,3
1515,North South University,"Bachelor of Applied Science (B.A.Sc.), Computer Science and Engineering",2008 – 2012,2849,3
1516,Maple Leaf International School,GCE Advanced Level,2007 – 2008,2849,3
1517,ADROIT International,GCE Ordinary Level,2005 – 2007,2849,3
1518,PMF,"Engineer’s Degree, Informatics",2003 – 2009,2850,1
1519,Free Code Camp,"Full Stack Web Development Certification, Computer Software Engineering",2015 – 2016,2851,1
1520,Bilkent University,"Master of Science (M.S.), Computer Science",2006 – 2009,2852,2
1521,Bilkent University,"Bachelor of Science (B.S.), Computer Science",2002 – 2006,2852,2
1522,Bauman Moscow State Technical University,"Engineer's degree, Computer Science",2005 – 2011,2853,1
1523,"School of Electrical Engineering (ETF), University of Belgrade",,,2854,2
1524,"Mathematical Grammar School (Matematička gimnazija), Belgrade",,,2854,2
1525,Stanford University,"MS EE, VLSI design",2000 – 2004,2855,2
1526,Colorado State University,"BS EE, Electrical Engineering",1992 – 1998,2855,2
1527,Lomonosov Moscow State University (MSU),"Master of Science (M.S.), Physics",1989 – 1995,2856,2
1528,Udacity,"Nanodegree, Machine Learning",2016 – 2017,2856,2
1530,Obafemi Awolowo University,"Bachelor of Science (BSc), Computer Science & Engineering",2010 – 2015,2859,2
1531,Free Code Camp,"Full Stack Web Developer Certification, Computer Software Engineering",2015 – 2016,2859,2
1532,Universidade do Vale do Itajaí,"Master's Degree, Computer Programming, Specific Applications",2010 – 2012,2860,2
1533,FURB - Universidade de Blumenau,"Graduation, Law",1998 – 2004,2860,2
1534,Faculty of Computer Science and Engineering,"Bachelor of Science (B.Sc.), Information Technology and Engineering",2011 – 2012,2861,4
1535,Faculty of Economics,"MEc, E-business Management",2012 – 2014,2861,4
1536,Faculty of Electrical Engineering and Information Technologies,"Bachelor of Science (B.Sc.), Information Technology and Engineering",2008 – 2011,2861,4
1537,"S.U.G.S. ""Rade Jovcevski - Korcagin""",High School/Secondary Diplomas and Certificates,2004 – 2008,2861,4
1538,Polsko-Japońska Akademia Technik Komputerowych w Warszawie,"Magister (Mgr), Informatyka Data Science",2018 – 2020,2862,2
1539,Politechnika Warszawska,"Inżynier (Inż.), Informatyka",2011 – 2015,2862,2
1540,Universidad Europea Miguel de Cervantes,Ingeniería Técnica en Informática de Gestión,2006 – 2009,2863,1
1541,"Faculty of Mathematics and Computer Science, Sarajevo University","Master's degree, Computer Software Engineering",2007 – 2013,2864,1
1544,Saint Petersburg State University,"Master's degree, Faculty of Mathematics & Mechanics",1999 – 2004,2866,1
1545,"Faculty of Technical Sciences, University of Novi Sad",Master of Engineering (M.Eng.),2012 – 2014,2868,2
1546,"Faculty of Technical Sciences, University of Novi Sad",Bachelor of Engineering (B.Eng.),2008 – 2012,2868,2
1547,Vrije Universiteit Brussel,"Master’s Degree, Computer Science",2016 – 2018,2869,3
1548,Özyeğin Üniversitesi,"Bachelor’s Degree, Computer Science",2011 – 2015,2869,3
1549,ISIKKENT HIGH SCHOOL,High School,2007 – 2011,2869,3
1550,University of Computer Studies (Yangon),"Bachelor of Science(Hons:), Computer Science",2008 – 2012,2870,2
1551,B.E.H.S(6) Botahtaung,,,2870,2
1552,Universitat de Lleida,"Bachelor's degree, Computer Science",2007 – 2011,2871,1
1553,Warsaw University of Technology Business School,Executive MBA with distinction,2010 – 2012,2872,2
1554,University of Warsaw,"Master of Science, Computer Science",1995 – 2002,2872,2
1555,Luleå University of Technology,"Master level, Computer Science",2009 – 2010,2873,3
1556,INSA Rennes,"Master's degree, Computer Science",2007 – 2010,2873,3
1557,INSA Rennes,"Engineer's degree, Computer Software Engineering",2005 – 2007,2873,3
1558,"Academy of Fine Arts, University of Sarajevo","BA Product Design, Industrial and Product Design",2018,2874,1
1560,Northwestern University,"Bachelor of Arts (B.A.), Computer Science",2005 – 2011,2876,2
1561,University of Bucharest,"Master's degree, Neurobiology and Neurosciences",2012 – 2015,2876,2
1562,Universidad Rafael Belloso Chacín,Computer Engineering,2005 – 2010,2877,3
1563,Universidad del Zulia,"Teaching Certificate, Educational/Instructional Technology",2010 – 2011,2877,3
1564,Dawson College,"Independent Video Game Designer, Computer Games and Programming Skills",2016 – 2018,2877,3
1565,Universitatea de Stat din Moldova,"BS, Informatics",2002 – 2006,2878,3
1566,Ion Vatamanu,,,2878,3
1567,Ion Vatamanu,,,2878,3
1568,University of Zagreb,"Master of Science in Computing (FER - dipl.ing.), Computer Science",2000 – 2006,2879,2
1569,XV. Gimnazija - MIOC,Gymnasium,1996 – 2000,2879,2
1570,University of Warsaw,"Master's Degree, Psychology",2005 – 2011,2880,2
1571,edX,"7 certificates, Computer Software Engineering",2012 – 2015,2880,2
1579,Instituto Superior Santo Domingo,"System Analyst, Software Dev",2020 – 2022,2884,3
1580,Universidad Tecnológica Nacional,Web Development,2019 – 2019,2884,3
1581,Northern Virginia Community College,"ESL, English As Second Language",2016 – 2017,2884,3
1599,Universidad Nacional de La Plata,Computer Science,,2890,1
1629,Caltech,"Bachelor of Science - BS, Computer Science",2012,2905,1
1630,Sofia University St. Kliment Ohridski,"MSc, Physics",1994 – 2000,2906,2
1631,UKTC,"Technical, Computer Science",1989 – 1994,2906,2
1632,Carnegie Mellon University,"MS, Electrical and Computer Engineering",2008 – 2009,2907,2
1633,"Institute of Technology, Nirma University","B.Tech, Electronics and Communication",2004 – 2008,2907,2
1634,PCNW,,,2908,2
1635,UNSW,,,2908,2
1636,Santa Clara University - Leavey School of Business,Master of Business Administration (Accelerated M.B.A.),2014 – 2016,2909,4
1637,Stanford University,Graduate Certificate: Database Management (algorithms),2013 – 2013,2909,4
1638,Arizona State University,"Master of Sciences (MS), Computer Science",1999 – 2001,2909,4
1639,"Government College of Technology, Coimbatore","Bachelor of Sciences (BS), Computer Science",1995 – 1999,2909,4
1640,University of Waterloo,"BASc, Electrical Engineering",September 1996 – April 2001,2910,1
1641,Universidad Nacional del Sur,"Bachelor of Science (BS), Systems Engineering",1999 – 2006,2911,2
1642,Colegio Hispano Argentino,,1995 – 1999,2911,2
1643,Massachusetts Institute of Technology,"BS, Computer Science",1980 – 1984,2912,2
1644,Stanford University,"MS, Computer Science (Artificial Intelligence)",1986 – 1988,2912,2
1645,Georgia Institute of Technology,"Master of Science (M.S.) in Computer Science, Computer Science",2016 – 2019,2913,2
1646,Istanbul Culture University,"Bachelor of Science (B.S.), Business Administration, Minor in Mathematics and Computer Science",2005 – 2009,2913,2
1647,Embry Riddle Aeronautical University-Prescott,,,2914,1
1648,"University of California, Berkeley, Haas School of Business",Master of Business Administration - MBA,2018 – 2021,2915,2
1649,"University of California, Los Angeles","Bachelor's Degree, Computer Science",2009 – 2013,2915,2
1650,University of Southern California,"MS, Computer Science",,2916,3
1651,Birla Vidya Niketan,High School,,2916,3
1652,Savitribai Phule Pune University,"BE, Electronics & Telecommunication",,2916,3
1653,"Indian Institute of Technology, Guwahati","B. Tech., Computer Sc. & Engg.",1995 – 1999,2917,2
1654,"St. Xaviers College, Kolkata",,,2917,2
1655,Utah Valley University,"Bachelor of Computer Science, Databases",2005 – 2010,2918,3
1656,Palo Alto Senior High School,,1997 – 2001,2918,3
1657,Brigham Young University,,,2918,3
1658,University of Zagreb/Sveuciliste u Zagrebu,"Bachelor’s Degree, Radio communications and professional electronics",1989 – 1997,2919,1
1659,Massachusetts Institute of Technology,"Masters' Degree in Engineering & Management, System Design and Management",2013 – 2014,2920,7
1660,Kelley School of Business at IUPUI,"MBA, Business Administration and Management, General",2001 – 2003,2920,7
1661,US Air Force Test Pilot School,"Certificate, Experimental Flight Test Engineer",1999 – 2000,2920,7
1662,University of Kansas,"MSE, Aerospace Engineering",1991 – 1992,2920,7
1663,University of Michigan,"BSE, Aeronautical Engineering",1987 – 1991,2920,7
1664,National Defense University,"Certificate, Joint Forces Staff College",2011 – 2011,2920,7
1665,Defense Acquisition University,"The Program Manager's Course, Professional Military Education -- PMT 401",2015 – 2015,2920,7
1666,University of Pennsylvania - The Wharton School,"MBA, Majors: Marketing, Finance",2010 – 2013,2921,5
1667,"University of California, Berkeley",Electrical Engineering and Computer Science Department,1999 – 2000,2921,5
1668,University of Illinois at Urbana-Champaign,"MS, Electrical and Computer Engineering",1997 – 1999,2921,5
1669,"Indian Institute of Technology, Madras","B. Tech., Electrical Engineering",1993 – 1997,2921,5
1670,Loyola School Trivandrum,ISC,1979 – 1993,2921,5
1671,Cornell University,"Masters of Engineering, Computer Science",2010 – 2011,2922,4
1672,Harvard University,"Executive Education, Business Administration and Management, General",2017 – 2018,2922,4
1673,Stanford University,Management Science and Engineering,2007 – 2007,2922,4
1674,National University of Singapore,"Bachelor's degree, Electrical Engineering",2003 – 2008,2922,4
1675,"University of California, Los Angeles","Bachelor of Science (B.S.), Mathematics",2005 – 2007,2923,3
1892,Tulane University,"BA, Economics",1990 – 1994,3026,2
1676,San Diego State University-California State University,"Master of Arts (M.A.), Mathematics",2007 – 2009,2923,3
1677,University of Oregon,"Bachelor of Science - BS, Mathematics",2003 – 2005,2923,3
1680,University of Buenos Aires,"Bachelor’s Degree, IT Engineering",2000 – 2007,2925,1
1678,The Johns Hopkins University - Carey Business School,"MS, Information Systems",2004 – 2006,2924,2
1679,Pace University - Lubin School of Business,"BBA, Finance",1995 – 1998,2924,2
1681,Stanford Continuing Studies,"Continuing Studies Course, Ethics of Technological Disruption",2019 – 2019,2926,2
1682,American University of Beirut,"BSc., Computer Science",,2926,2
1683,Harvey Mudd College,"B.S., Biology",1992 – 1996,2927,2
1684,Piedmont Hills High School,,1988 – 1992,2927,2
1685,Carnegie Mellon University,"Bachelor of Arts (BA), German Studies, Computer Science",,2928,1
1686,Stanford University,"MS, Mechanical Engineering",2000 – 2001,2929,2
1687,Stanford University,"BS, Mechanical Engineering",1996 – 2000,2929,2
1688,Penn State University,Organizational Leadership,2005 – 2006,2930,2
1689,Pennco Technical Institute,"Associates in Specialized Technology, Computer Programming",1984 – 1987,2930,2
1690,Carnegie Mellon University,"M.S. in Computer Science, Natural Language Processing, Language Technologies",2011 – 2013,2931,3
1691,State University of New York at Stony Brook,"B.S (Honors), summa cum laude, Computer Science",2008 – 2011,2931,3
1692,University of Science and Technology of China,Information Science and Technology,2007 – 2008,2931,3
1693,"University of Washington, Michael G. Foster School of Business",,2011 – 2012,2932,3
1694,Johns Hopkins University School of Education,Executive Data Science,2016,2932,3
1695,Lebanese University,,1986 – 1990,2932,3
1696,California Polytechnic State University-San Luis Obispo,"MS, Biomedical Engineering",2005 – 2006,2933,2
1697,California Polytechnic State University-San Luis Obispo,"BS, Computer Engineering",2001 – 2005,2933,2
1698,University of Phoenix,Bachelor of Science in Software Engineering,2011 – 2013,2934,5
1699,Lone star College-Tomball,"Certificate, Cisco Networking - CCNA",1999 – 2001,2934,5
1700,San Jacinto College,Electrical Engineering,1995 – 1996,2934,5
1701,North Shore High School,,,2934,5
1702,North Shore High School,,,2934,5
1703,Stanford University,MS,,2936,2
1704,"University of California, Berkeley",BA,,2936,2
1705,"Indian Institute of Management, Bangalore","AMPM, Executive MBA",2010 – 2012,2937,4
1706,Syracuse University,"MS, Computer Engineering",2003 – 2005,2937,4
1707,Visvesvaraya Technological University,"BE, Computer Science",1999 – 2003,2937,4
1708,SAMS,,1985 – 1996,2937,4
1709,University of Waterloo,"Software Engineering, Honours, Software Engineering",2005 – 2010,2938,4
1710,Project Wildfire (May-Jul 1012),,2012 – 2012,2938,4
1711,Lean Startup Machine,,2012 – 2012,2938,4
1712,Fashion Institute of Technology,Cosmetics and Design,2010 – 2010,2938,4
1713,Stanford University,"Master of Science, Electrical Engineering",2010,2939,2
1714,"University of California, San Diego","Bachelor of Science, Electrical Engineering",2007,2939,2
1715,Marista University,"Associate's degree, Web applications and HCI",2006 – 2008,2940,2
1716,FGV,"Associate's degree, Project Management",2008 – 2009,2940,2
1717,University of Michigan,"BSE, MSE, Electrical Engineering, Biomedical Engineering",,2941,1
1718,Indiana University - Kelley School of Business,"MS, Information Systems",2009 – 2010,2942,2
1719,Anna University,"Bachelor of Engineering, Computer Science",2002 – 2006,2942,2
1720,"University of California, Berkeley","BSEE, Computer Science",1975 – 1979,2943,1
1721,North Carolina State University,"BA, Religion",2005 – 2010,2944,1
1722,University of Florida,"Ph.D., Computer Engineering",,2946,3
1723,University of Florida,"Master's degree, Computer Engineering",,2946,3
1724,Sharif University of Technology,"B.S, Computer Engineering",,2946,3
1725,New York University,"Graduate School, Applied Mathematics",,2947,3
1726,XLRI Jamshedpur,"Post Graduate Diploma (eq. MBA), Management",1997 – 1999,2947,3
1727,St. Stephen's College,"Undergraduate (Hons.), Mathematics",1994 – 1997,2947,3
1728,Cornell University,"Master of Business Administration (M.B.A.), Finance & Strategy",2009 – 2011,2948,4
1729,The Wharton School,Executive Leadership Development Program,,2948,4
1730,Bangalore University,"B.E, Mechanical Engineering",,2948,4
1731,St.Joseph's Boys' High School,,,2948,4
1732,University of Waterloo,"Bsc. Computer Engineering 2001, Computer Engineering",1996 – 2001,2949,2
1733,Lisgar Collegiate,,,2949,2
1734,"Indian Institute of Technology, Delhi","Bachelors, Computer Science & Engineering",1993 – 1997,2950,1
1735,Carnegie Mellon University,"Masters, Information Systems",2009 – 2010,2951,2
